,planet_type,radius,orbital_radius,orbital_days,eccentricity,detection_method
341,Gas Giant,1.178 x Jupiter,0.0379,2.8,0.06,Transit
342,Gas Giant,0.825 x Jupiter,0.0523,4.6,0.07,Transit
343,Gas Giant,1.571 x Jupiter,0.0509,3.5,0.0,Transit
344,Gas Giant,0.94 x Jupiter,0.03866,2.9,0.0,Transit
345,Gas Giant,1.52 x Jupiter,0.0608,4.5,0.0,Transit
346,Gas Giant,2.05 x Jupiter,0.04258,2.7,0.0,Transit
347,Gas Giant,1.28 x Jupiter,0.0575,4.6,0.0,Transit
348,Gas Giant,1.216 x Jupiter,0.0444,3.3,< 0.21,Transit
349,Gas Giant,1.242 x Jupiter,0.0507,4.3,0.04,Transit
350,Gas Giant,1.16 x Jupiter(estimate),1.752,2.4,0.49,Radial Velocity
351,Gas Giant,1.426 x Jupiter,0.0452,3.1,0.05,Transit
352,Gas Giant,1.284 x Jupiter,0.0577,4.5,0.12,Transit
353,Gas Giant,1.59 x Jupiter,0.04378,2.7,0.0,Transit
354,Gas Giant,1.274 x Jupiter,0.04438,3.1,0.0,Transit
355,Gas Giant,1.288 x Jupiter,0.0453,3.1,< 0.115,Transit
356,Gas Giant,1.293 x Jupiter,0.05069,4.2,< 0.123,Transit
357,Gas Giant,1.009 x Jupiter,0.03694,2.8,< 0.047,Transit
358,Gas Giant,1.318 x Jupiter,0.03159,2.0,< 0.134,Transit
359,Gas Giant,0.944 x Jupiter,0.04117,3.8,< 0.074,Transit
360,Gas Giant,1.182 x Jupiter,0.04604,3.6,< 0.139,Transit
361,Gas Giant,1.51 x Jupiter,0.0423,2.8,< 0.29,Transit
362,Gas Giant,1.74 x Jupiter,0.0406,2.5,0.0,Transit
363,Gas Giant,1.332 x Jupiter,0.04994,4.0,< 0.073,Transit
364,Gas Giant,1.123 x Jupiter,0.05064,4.1,< 0.03,Transit
365,Gas Giant,1.21 x Jupiter,0.04073,2.8,0.0,Transit
366,Gas Giant,1.631 x Jupiter,0.06277,4.8,< 0.25,Transit
367,Gas Giant,0.899 x Jupiter,0.0301,1.9,< 0.113,Transit
368,Gas Giant,1.073 x Jupiter,0.03772,2.6,< 0.101,Transit
369,Gas Giant,1.119 x Jupiter,0.04294,3.4,< 0.069,Transit
370,Gas Giant,1.703 x Jupiter,0.05387,4.0,< 0.101,Transit
371,Gas Giant,1.89 x Jupiter,0.03951,2.6,< 0.304,Transit
372,Gas Giant,1.59 x Jupiter,0.04363,3.0,< 0.09,Transit
373,Gas Giant,2.085 x Jupiter,0.06505,4.8,0.0,Transit
374,Gas Giant,1.072 x Jupiter,0.02996,2.3,< 0.041,Transit
375,Gas Giant,1.676 x Jupiter,0.06555,4.8,0.0,Transit
376,Gas Giant,1.48 x Jupiter,0.05239,3.9,0.0,Transit
377,Gas Giant,1.87 x Jupiter,0.04739,2.7,0.0,Transit
378,Gas Giant,1.51 x Jupiter,0.03676,2.2,0.0,Transit
379,Gas Giant,1.4 x Jupiter,0.04496,3.1,0.0,Transit
380,Gas Giant,1.393 x Jupiter,0.05287,3.9,0.08,Transit
381,Gas Giant,0.969 x Jupiter,0.04491,3.3,< 0.501,Transit
382,Gas Giant,1.609 x Jupiter,0.0507,3.6,< 0.34,Transit
383,Gas Giant,0.692 x Jupiter,0.0441,3.1,< 0.085,Transit
384,Gas Giant,1.212 x Jupiter,0.04057,3.0,< 0.181,Transit
385,Gas Giant,1.039 x Jupiter,0.03815,2.8,< 0.142,Transit
386,Gas Giant,1.105 x Jupiter,0.02712,1.7,< 0.126,Transit
387,Gas Giant,1.3 x Jupiter,0.03744,2.7,0.0,Transit
388,Gas Giant,0.777 x Jupiter,0.1308,16.3,0.03,Transit
389,Gas Giant,1.329 x Jupiter,0.0174,0.8,0.17,Transit
390,Gas Giant,1.302 x Jupiter,0.0444,3.4,0.12,Transit
391,Gas Giant,0.953 x Jupiter,0.05025,4.7,0.08,Transit
392,Gas Giant,1.86 x Jupiter,0.03397,2.2,< 0.114,Transit
393,Gas Giant,1.395 x Jupiter,0.0238,1.3,0.0,Transit
394,Gas Giant,1.26 x Jupiter,0.05163,4.3,< 0.176,Transit
395,Gas Giant,1.75 x Jupiter,0.04735,3.3,< 0.245,Transit
396,Gas Giant,1.5 x Jupiter,0.0611,4.6,< 0.581,Transit
397,Gas Giant,1.194 x Jupiter,0.04131,3.2,< 0.202,Transit
398,Gas Giant,1.251 x Jupiter,0.05475,4.6,< 0.158,Transit
399,Gas Giant,1.168 x Jupiter,0.023,1.4,0.0,Transit
400,Gas Giant,1.175 x Jupiter,0.04354,3.2,< 0.096,Transit
401,Gas Giant,1.64 x Jupiter,0.0478,3.4,< 0.233,Transit
402,Gas Giant,1.249 x Jupiter,0.04024,2.8,< 0.471,Transit
403,Gas Giant,1.23 x Jupiter,0.03727,2.5,< 0.08,Transit
404,Gas Giant,1.43 x Jupiter,0.03166,2.1,< 0.108,Transit
405,Gas Giant,1.464 x Jupiter,0.03199,1.8,< 0.306,Transit
406,Gas Giant,1.153 x Jupiter,0.0523,4.2,0.11,Transit
407,Neptune-like,0.606 x Jupiter,0.04913,4.3,0.0,Transit
408,Neptune-like,0.614 x Jupiter,0.05036,4.4,0.0,Transit
409,Gas Giant,1.57 x Jupiter,0.06007,4.6,< 0.275,Transit
410,Gas Giant,1.381 x Jupiter,0.0485,3.5,0.0,Transit
411,Gas Giant,1.58 x Jupiter,0.04997,3.3,< 0.312,Transit
412,Gas Giant,1.33 x Jupiter,0.0583,4.2,0.38,Transit
413,Gas Giant,1.4 x Jupiter,0.03689,2.3,< 0.229,Transit
414,Gas Giant,1.18 x Jupiter,0.04944,4.4,0.17,Transit
415,Gas Giant,1.067 x Jupiter,0.03649,2.7,< 0.279,Transit
416,Gas Giant,1.286 x Jupiter,0.05511,4.2,< 0.24,Transit
417,Gas Giant,0.903 x Jupiter,0.05367,4.7,< 0.559,Transit
418,Gas Giant,1.117 x Jupiter,0.04269,3.9,< 0.088,Transit
419,Gas Giant,0.8 x Jupiter,0.03769,3.1,< 0.162,Transit
420,Gas Giant,0.765 x Jupiter,0.04515,4.1,< 0.071,Transit
421,Gas Giant,1.02 x Jupiter,0.0362,2.5,0.01,Transit
422,Gas Giant,1.13 x Jupiter,0.05046,3.8,< 0.516,Transit
423,Gas Giant,1.41 x Jupiter,0.04639,3.3,< 0.33,Transit
424,Gas Giant,1.382 x Jupiter,0.02498,1.4,< 0.246,Transit
425,Gas Giant,1.34 x Jupiter,0.04753,3.9,< 0.33,Transit
426,Gas Giant,1.067 x Jupiter,0.03763,2.5,< 0.126,Transit
427,Gas Giant,1.251 x Jupiter,0.05412,4.2,< 0.092,Transit
428,Gas Giant,1.688 x Jupiter,0.06043,4.3,< 0.019,Transit
429,Gas Giant,1.139 x Jupiter,0.03493,2.4,< 0.028,Transit
430,Gas Giant,1.095 x Jupiter,0.05798,4.2,< 0.168,Transit
431,Gas Giant,1.126 x Jupiter,0.06112,5.4,0.13,Transit
432,Gas Giant,1.1 x Jupiter(estimate),2.504,3.9,< 0.083,Radial Velocity
433,Gas Giant,0.912 x Jupiter,0.0542,4.8,0.02,Transit
434,Gas Giant,1.153 x Jupiter,0.04708,3.6,0.19,Transit
435,Gas Giant,1.195 x Jupiter,0.07908,7.8,0.09,Transit
436,Gas Giant,1.055 x Jupiter,0.04163,3.3,0.3,Transit
437,Gas Giant,1.207 x Jupiter,0.04026,3.1,0.14,Transit
438,Gas Giant,1.679 x Jupiter,0.06562,4.9,0.15,Transit
439,Gas Giant,1.501 x Jupiter,0.04497,3.1,0.06,Transit
440,Gas Giant,1.411 x Jupiter,0.04714,3.1,0.06,Transit
441,Gas Giant,1.685 x Jupiter,0.03032,1.6,0.06,Transit
442,Gas Giant,1.232 x Jupiter,0.05071,3.6,0.04,Transit
443,Gas Giant,0.945 x Jupiter,0.03211,2.2,0.52,Transit
444,Gas Giant,0.998 x Jupiter,0.03623,3.3,0.0,Transit
445,Gas Giant,1.384 x Jupiter,0.03632,1.9,< 0.18,Transit
446,Gas Giant,1.024 x Jupiter,0.03745,3.8,0.0,Transit
447,Gas Giant,0.722 x Jupiter,0.066517,7.3,< 0.013,Transit
448,Gas Giant,1.032 x Jupiter,0.02384,1.7,< 0.044,Transit
449,Gas Giant,0.884 x Jupiter,0.032742,2.8,< 0.064,Transit
450,Gas Giant,1.079 x Jupiter,0.02658,1.9,< 0.062,Transit
451,Gas Giant,1.165 x Jupiter,0.03607,3.1,< 0.045,Transit
452,Gas Giant,0.563 x Jupiter,0.04012,3.2,< 0.17,Transit
453,Gas Giant,0.873 x Jupiter,0.04667,3.6,< 0.376,Transit
454,Gas Giant,1.236 x Jupiter,0.0312,1.9,< 0.075,Transit
455,Gas Giant,6.9 x Jupiter,53.0,249.2,0.0,Direct Imaging
456,Gas Giant,1.21 x Jupiter(estimate),0.68,157.6,0.09,Radial Velocity
457,Gas Giant,1.23 x Jupiter(estimate),1.03,383.7,0.36,Radial Velocity
458,Neptune-like,0.328 x Jupiter(estimate),0.06412,5.8,0.07,Radial Velocity
459,Neptune-like,0.308 x Jupiter(estimate),0.12859,16.4,0.13,Radial Velocity
460,Neptune-like,0.481 x Jupiter(estimate),0.2699,49.7,0.05,Radial Velocity
461,Neptune-like,0.468 x Jupiter(estimate),0.4929,122.7,0.12,Radial Velocity
462,Neptune-like,0.438 x Jupiter(estimate),1.427,1.7,0.26,Radial Velocity
463,Gas Giant,0.838 x Jupiter(estimate),3.381,6.0,0.1,Radial Velocity
464,Gas Giant,0.949 x Jupiter(estimate),0.3,70.5,0.11,Radial Velocity
465,Gas Giant,0.756 x Jupiter(estimate),0.15,20.8,0.12,Radial Velocity
466,Gas Giant,1.27 x Jupiter(estimate),0.05,4.1,0.0,Radial Velocity
467,Gas Giant,1.15 x Jupiter(estimate),0.51,127.6,0.05,Radial Velocity
468,Gas Giant,1.12 x Jupiter(estimate),1.81,2.1,0.21,Radial Velocity
469,Gas Giant,1.21 x Jupiter(estimate),Unknown,3.1,0.21,Radial Velocity
470,Neptune-like,0.369 x Jupiter(estimate),0.46,122.1,0.34,Radial Velocity
471,Gas Giant,1.17 x Jupiter(estimate),4.074,8.5,0.11,Radial Velocity
472,Gas Giant,1.23 x Jupiter(estimate),0.0807,6.5,0.04,Radial Velocity
473,Neptune-like,0.52 x Jupiter(estimate),0.25,47.8,0.0,Radial Velocity
474,Gas Giant,1.26 x Jupiter(estimate),0.0498,4.6,0.09,Radial Velocity
475,Gas Giant,1.19 x Jupiter(estimate),0.07,5.9,0.09,Radial Velocity
476,Gas Giant,1.21 x Jupiter(estimate),3.27,5.3,0.31,Radial Velocity
477,Neptune-like,0.299 x Jupiter(estimate),0.439,120.9,0.19,Radial Velocity
478,Gas Giant,0.729 x Jupiter(estimate),0.26,55.8,0.0,Radial Velocity
479,Gas Giant,1.21 x Jupiter(estimate),2.01,2.8,0.13,Radial Velocity
480,Gas Giant,1.12 x Jupiter(estimate),0.95,199.5,0.09,Radial Velocity
481,Gas Giant,1.26 x Jupiter(estimate),3.38,6.6,0.0,Radial Velocity
482,Gas Giant,1.13 x Jupiter(estimate),2.61,4.2,0.48,Radial Velocity
483,Gas Giant,1.11 x Jupiter(estimate),3.34,5.2,0.19,Radial Velocity
484,Super Earth,0.218 x Jupiter,0.0907,9.6,0.09,Transit
485,Neptune-like,0.388 x Jupiter,0.1536,21.1,0.22,Transit
486,Gas Giant,1.23 x Jupiter(estimate),2.015,2.7,0.15,Radial Velocity
487,Gas Giant,1.11 x Jupiter(estimate),4.59,9.9,0.57,Radial Velocity
488,Gas Giant,1.11 x Jupiter(estimate),650.0,13538.6,0.0,Direct Imaging
489,Gas Giant,1.13 x Jupiter(estimate),2.14,2.9,0.1,Radial Velocity
490,Gas Giant,0.856 x Jupiter(estimate),0.269,48.1,0.05,Radial Velocity
491,Neptune-like,0.42 x Jupiter(estimate),0.1407,18.3,0.34,Radial Velocity
492,Gas Giant,0.973 x Jupiter(estimate),0.102,10.9,0.53,Radial Velocity
493,Super Earth,1.615 x Earth,0.04527,3.8,0.05,Transit
494,Super Earth,2.071 x Earth,0.062,6.2,0.03,Transit
495,Neptune-like,0.227 x Jupiter,0.1074,14.2,0.06,Transit
496,Neptune-like,0.275 x Jupiter,0.1367,19.6,0.06,Transit
497,Super Earth,2.017 x Earth,0.1758,29.5,0.05,Transit
498,Gas Giant,1.17 x Jupiter(estimate),2.0,3.1,0.85,Radial Velocity
499,Gas Giant,1.18 x Jupiter(estimate),1.32,437.7,0.03,Radial Velocity
500,Gas Giant,1.21 x Jupiter(estimate),1.04,394.5,0.13,Radial Velocity
501,Gas Giant,1.23 x Jupiter(estimate),2.659,4.4,0.24,Radial Velocity
502,Gas Giant,1.24 x Jupiter(estimate),0.33,68.3,0.12,Radial Velocity
503,Neptune-like,0.385 x Jupiter(estimate),0.079,7.9,0.25,Radial Velocity
504,Neptune-like,0.47 x Jupiter(estimate),0.196,30.9,0.15,Radial Velocity
505,Gas Giant,1.17 x Jupiter(estimate),1.259,1.4,0.34,Radial Velocity
506,Gas Giant,0.993 x Jupiter(estimate),0.0615,5.2,0.0,Radial Velocity
507,Gas Giant,1.28 x Jupiter(estimate),0.95,283.8,0.44,Radial Velocity
508,Gas Giant,1.11 x Jupiter(estimate),2.14,2.3,0.46,Radial Velocity
509,Neptune-like,0.285 x Jupiter,0.113,10.2,0.2,Transit
510,Neptune-like,2.05 x Earth,0.035,2.5,0.09,Transit
511,Neptune-like,0.288 x Jupiter(estimate),0.068,6.7,0.05,Radial Velocity
512,Gas Giant,1.13 x Jupiter(estimate),1.97,3.1,0.2,Radial Velocity
513,Gas Giant,1.15 x Jupiter(estimate),2.5,2.9,0.26,Radial Velocity
514,Gas Giant,1.15 x Jupiter(estimate),1.82,2.3,0.03,Radial Velocity
515,Gas Giant,1.15 x Jupiter(estimate),1.7,1.7,0.24,Radial Velocity
516,Gas Giant,1.18 x Jupiter(estimate),0.92,324.0,0.46,Radial Velocity
517,Gas Giant,1.18 x Jupiter(estimate),1.24,1.8,0.14,Radial Velocity
518,Gas Giant,1.24 x Jupiter(estimate),2.44,5.0,0.2,Radial Velocity
519,Gas Giant,1.14 x Jupiter(estimate),1.6,1.7,0.28,Radial Velocity
520,Gas Giant,1.22 x Jupiter(estimate),1.73,2.6,0.23,Radial Velocity
521,Gas Giant,1.17 x Jupiter(estimate),5.34,11.0,0.46,Radial Velocity
522,Gas Giant,1.24 x Jupiter(estimate),2.067,3.1,0.08,Radial Velocity
523,Gas Giant,1.11 x Jupiter,0.36,83.9,0.34,Radial Velocity
524,Gas Giant,1.23 x Jupiter(estimate),1.16,493.7,0.14,Radial Velocity
525,Gas Giant,1.26 x Jupiter(estimate),4.97,11.8,0.0,Radial Velocity
526,Gas Giant,1.15 x Jupiter(estimate),2.9,4.4,0.37,Radial Velocity
527,Gas Giant,1.27 x Jupiter(estimate),0.774,223.4,0.19,Radial Velocity
528,Gas Giant,1.12 x Jupiter(estimate),5.0,10.1,0.49,Radial Velocity
529,Gas Giant,1.21 x Jupiter(estimate),1.65,1.8,0.0,Radial Velocity
530,Gas Giant,1.22 x Jupiter(estimate),Unknown,2.5,0.04,Radial Velocity
531,Gas Giant,1.2 x Jupiter(estimate),3.787,7.2,0.16,Radial Velocity
532,Gas Giant,1.14 x Jupiter(estimate),1.09,433.7,0.19,Radial Velocity
533,Gas Giant,0.766 x Jupiter(estimate),0.18,25.8,0.15,Radial Velocity
534,Gas Giant,1.18 x Jupiter(estimate),0.07,6.1,0.31,Radial Velocity
535,Gas Giant,1.26 x Jupiter(estimate),3.16,5.3,0.04,Radial Velocity
536,Neptune-like,0.48 x Jupiter(estimate),0.229,37.9,0.3,Radial Velocity
537,Gas Giant,1.13 x Jupiter(estimate),1.93,1.9,0.4,Radial Velocity
538,Gas Giant,1.15 x Jupiter(estimate),4.3,5.7,0.66,Radial Velocity
539,Gas Giant,1.21 x Jupiter(estimate),0.33,63.3,0.03,Radial Velocity
540,Gas Giant,1.25 x Jupiter(estimate),0.86,270.7,0.34,Radial Velocity
541,Gas Giant,1.17 x Jupiter(estimate),0.297,58.8,0.07,Radial Velocity
542,Gas Giant,1.07 x Jupiter(estimate),3.16,4.8,0.59,Radial Velocity
543,Neptune-like,0.214 x Jupiter(estimate),0.08,9.7,0.0,Radial Velocity
544,Gas Giant,1.17 x Jupiter(estimate),1.372,1.5,0.46,Radial Velocity
545,Neptune-like,0.389 x Jupiter(estimate),0.0524,4.2,0.05,Radial Velocity
546,Gas Giant,1.13 x Jupiter(estimate),4.06,7.8,0.12,Radial Velocity
547,Gas Giant,1.2 x Jupiter(estimate),0.54,133.6,0.04,Radial Velocity
548,Gas Giant,0.919 x Jupiter(estimate),1.837,2.6,0.04,Radial Velocity
549,Gas Giant,1.27 x Jupiter(estimate),2.37,3.4,0.41,Radial Velocity
550,Gas Giant,1.18 x Jupiter(estimate),0.84,262.7,0.38,Radial Velocity
551,Gas Giant,1.2 x Jupiter(estimate),2.8145,4.7,0.03,Radial Velocity
552,Gas Giant,1.2 x Jupiter(estimate),1.084,453.0,0.3,Radial Velocity
553,Gas Giant,1.16 x Jupiter(estimate),1.74,2.5,0.16,Radial Velocity
554,Gas Giant,1.24 x Jupiter(estimate),0.87,298.2,0.57,Radial Velocity
555,Gas Giant,1.21 x Jupiter(estimate),2.9,5.0,0.7,Radial Velocity
556,Gas Giant,1.22 x Jupiter(estimate),0.0925,10.7,0.03,Radial Velocity
557,Gas Giant,1.2 x Jupiter(estimate),2.01,2.5,0.18,Radial Velocity
558,Gas Giant,1.08 x Jupiter(estimate),3.17,5.3,0.64,Radial Velocity
559,Gas Giant,1.17 x Jupiter(estimate),4.1,7.2,0.56,Radial Velocity
560,Gas Giant,1.11 x Jupiter(estimate),1.25,471.6,0.27,Radial Velocity
561,Gas Giant,1.14 x Jupiter(estimate),1.98,2.7,0.34,Radial Velocity
562,Gas Giant,1.21 x Jupiter(estimate),2.62,4.2,0.22,Radial Velocity
563,Gas Giant,1.21 x Jupiter(estimate),1.44,1.8,0.33,Radial Velocity
564,Gas Giant,1.28 x Jupiter(estimate),4.49,9.8,0.49,Radial Velocity
565,Gas Giant,1.18 x Jupiter(estimate),6.15,15.8,0.61,Radial Velocity
566,Neptune-like,0.282 x Jupiter(estimate),0.0444,3.3,0.45,Radial Velocity
567,Neptune-like,0.527 x Jupiter(estimate),2.3928,3.5,0.11,Radial Velocity
568,Gas Giant,1.21 x Jupiter(estimate),0.81,258.2,0.23,Radial Velocity
569,Gas Giant,1.24 x Jupiter(estimate),5.8,13.7,0.12,Radial Velocity
570,Super Earth,1.664 x Earth,0.0964,11.6,0.0,Radial Velocity
571,Neptune-like,0.26 x Jupiter,0.1721,27.6,0.0,Radial Velocity
572,Neptune-like,0.229 x Jupiter,0.425,107.2,0.0,Radial Velocity
573,Gas Giant,1.19 x Jupiter(estimate),1.29,464.3,0.25,Radial Velocity
574,Gas Giant,1.24 x Jupiter(estimate),5.13,12.4,0.1,Radial Velocity
575,Gas Giant,0.832 x Jupiter(estimate),0.89,330.0,0.36,Radial Velocity
576,Super Earth,1.31 x Earth,0.02732,1.6,0.0,Transit
577,Gas Giant,1.13 x Jupiter(estimate),1.2163,479.9,0.48,Radial Velocity
578,Neptune-like,0.299 x Jupiter(estimate),0.10519,14.2,0.07,Radial Velocity
579,Neptune-like,0.279 x Jupiter(estimate),0.2554,53.8,0.16,Radial Velocity
580,Gas Giant,1.24 x Jupiter(estimate),0.154,19.4,0.02,Radial Velocity
581,Gas Giant,1.15 x Jupiter(estimate),2.03,2.6,0.12,Radial Velocity
582,Gas Giant,1.19 x Jupiter(estimate),5.15,11.6,0.02,Radial Velocity
583,Gas Giant,1.11 x Jupiter(estimate),2.36,3.1,0.1,Radial Velocity
584,Gas Giant,1.026 x Jupiter,0.1097,11.5,0.25,Transit
585,Gas Giant,1.12 x Jupiter(estimate),3.4,4.0,0.53,Radial Velocity
586,Neptune-like,0.336 x Jupiter(estimate),0.1238,15.5,0.16,Radial Velocity
587,Gas Giant,1.28 x Jupiter(estimate),0.415,94.4,0.04,Radial Velocity
588,Gas Giant,1.22 x Jupiter(estimate),0.689,202.0,0.05,Radial Velocity
589,Gas Giant,1.22 x Jupiter(estimate),2.09,2.9,0.07,Radial Velocity
590,Gas Giant,1.25 x Jupiter(estimate),5.0,13.7,0.26,Radial Velocity
591,Gas Giant,1.11 x Jupiter(estimate),1.5,1.8,0.41,Radial Velocity
592,Gas Giant,1.15 x Jupiter(estimate),2.93,5.3,0.53,Radial Velocity
593,Gas Giant,1.17 x Jupiter(estimate),2.78,3.6,0.0,Radial Velocity
594,Gas Giant,1.2 x Jupiter(estimate),1.06,386.3,0.5,Radial Velocity
595,Gas Giant,1.22 x Jupiter(estimate),1.02,349.7,0.17,Radial Velocity
596,Gas Giant,1.14 x Jupiter(estimate),6.8,16.5,0.21,Radial Velocity
597,Gas Giant,1.22 x Jupiter(estimate),0.0379,2.2,< 0.07,Radial Velocity
598,Gas Giant,1.16 x Jupiter(estimate),1.988,2.8,0.2,Radial Velocity
599,Gas Giant,1.14 x Jupiter(estimate),0.45,104.0,0.31,Radial Velocity
600,Gas Giant,1.19 x Jupiter(estimate),0.76,176.3,0.11,Radial Velocity
601,Gas Giant,1.14 x Jupiter(estimate),16.4,68.5,0.45,Radial Velocity
602,Gas Giant,1.19 x Jupiter(estimate),4.6,7.5,0.05,Radial Velocity
603,Neptune-like,0.216 x Jupiter(estimate),0.0634,5.8,< 0.172,Radial Velocity
604,Neptune-like,2.23 x Earth(estimate),0.1117,13.5,< 0.305,Radial Velocity
605,Gas Giant,1.19 x Jupiter(estimate),0.2388,44.2,0.47,Radial Velocity
606,Gas Giant,1.13 x Jupiter(estimate),1.922,2.8,0.13,Radial Velocity
607,Neptune-like,0.519 x Jupiter(estimate),0.323,86.8,0.07,Radial Velocity
608,Gas Giant,1.22 x Jupiter(estimate),1.32,1.4,0.26,Radial Velocity
609,Gas Giant,1.15 x Jupiter(estimate),0.522,116.6,0.21,Radial Velocity
610,Gas Giant,1.19 x Jupiter(estimate),1.36,491.5,0.23,Radial Velocity
611,Gas Giant,1.23 x Jupiter(estimate),1.7,1.9,0.16,Radial Velocity
612,Gas Giant,1.24 x Jupiter(estimate),2.45,2.8,0.52,Radial Velocity
613,Gas Giant,1.22 x Jupiter(estimate),0.993,328.6,0.59,Radial Velocity
614,Gas Giant,1.15 x Jupiter(estimate),6.15,13.9,0.13,Radial Velocity
615,Gas Giant,1.22 x Jupiter(estimate),1.04,331.5,0.16,Radial Velocity
616,Gas Giant,0.74 x Jupiter,0.04364,2.9,0.0,Radial Velocity
617,Gas Giant,1.22 x Jupiter(estimate),0.053,4.1,0.02,Radial Velocity
618,Gas Giant,1.18 x Jupiter(estimate),1.262,428.5,0.03,Radial Velocity
619,Gas Giant,1.18 x Jupiter(estimate),6.7,16.1,0.38,Radial Velocity
620,Gas Giant,1.18 x Jupiter(estimate),4.187,8.0,0.53,Radial Velocity
621,Gas Giant,1.2 x Jupiter(estimate),1.66,1.9,0.04,Radial Velocity
622,Neptune-like,0.304 x Jupiter,0.1053,11.6,0.14,Transit
623,Neptune-like,0.52 x Jupiter,Unknown,24.4,0.12,Transit
624,Super Earth,1.64 x Earth,0.0522,4.8,0.09,Transit
625,Super Earth,0.213 x Jupiter,0.1268,17.2,0.05,Transit
626,Gas Giant,1.17 x Jupiter(estimate),1.28,499.4,0.34,Radial Velocity
627,Neptune-like,0.219 x Jupiter(estimate),0.134,18.6,< 0.344,Radial Velocity
628,Gas Giant,1.24 x Jupiter(estimate),4.21,9.2,0.04,Radial Velocity
629,Gas Giant,1.14 x Jupiter(estimate),0.6,163.9,0.61,Radial Velocity
630,Gas Giant,1.18 x Jupiter(estimate),1.29,408.6,0.46,Radial Velocity
631,Gas Giant,1.18 x Jupiter(estimate),5.36,9.5,0.06,Radial Velocity
632,Gas Giant,1.25 x Jupiter(estimate),1.04,352.7,0.21,Radial Velocity
633,Gas Giant,1.18 x Jupiter(estimate),2.0,2.2,0.04,Radial Velocity
634,Gas Giant,1.23 x Jupiter(estimate),0.63,194.3,0.17,Radial Velocity
635,Gas Giant,1.24 x Jupiter(estimate),1.02,391.9,0.16,Radial Velocity
636,Gas Giant,1.11 x Jupiter(estimate),0.49,131.1,0.71,Radial Velocity
637,Gas Giant,1.12 x Jupiter(estimate),5.461,11.5,0.23,Radial Velocity
638,Gas Giant,1.25 x Jupiter(estimate),1.88,2.3,0.22,Radial Velocity
639,Super Earth,1.87 x Earth(estimate),0.05,4.6,0.0,Radial Velocity
640,Neptune-like,0.55 x Jupiter(estimate),1.57,2.2,0.09,Radial Velocity
641,Gas Giant,1.11 x Jupiter(estimate),1.12,359.5,0.85,Radial Velocity
642,Gas Giant,1.21 x Jupiter(estimate),1.5,1.4,0.29,Radial Velocity
643,Super Earth,1.214 x Earth,Unknown,2.2,0.0,Radial Velocity
644,Neptune-like,2.23 x Earth(estimate),Unknown,3.4,0.0,Radial Velocity
645,Neptune-like,2.18 x Earth(estimate),Unknown,5.2,0.0,Radial Velocity
646,Neptune-like,0.209 x Jupiter(estimate),Unknown,8.0,0.0,Radial Velocity
647,Neptune-like,0.21 x Jupiter(estimate),Unknown,12.0,0.0,Radial Velocity
648,Gas Giant,1.1 x Jupiter(estimate),2.1,2.2,0.13,Radial Velocity
649,Gas Giant,1.22 x Jupiter(estimate),0.11,12.6,0.02,Radial Velocity
650,Gas Giant,1.2 x Jupiter(estimate),0.8,248.4,0.08,Radial Velocity
651,Gas Giant,1.19 x Jupiter(estimate),2.32,3.2,0.02,Radial Velocity
652,Gas Giant,1.25 x Jupiter(estimate),1.032,351.0,0.18,Radial Velocity
653,Gas Giant,1.23 x Jupiter(estimate),1.492,1.6,0.1,Radial Velocity
654,Gas Giant,1.16 x Jupiter(estimate),3.584,5.9,0.1,Radial Velocity
655,Gas Giant,1.2 x Jupiter(estimate),1.497,1.8,0.13,Radial Velocity
656,Gas Giant,1.2 x Jupiter(estimate),5.235,11.5,0.1,Radial Velocity
657,Neptune-like,0.289 x Jupiter(estimate),0.09094,9.6,0.17,Radial Velocity
658,Gas Giant,1.27 x Jupiter(estimate),0.921,310.6,0.07,Radial Velocity
659,Gas Giant,1.26 x Jupiter(estimate),0.85,279.3,0.04,Radial Velocity
660,Gas Giant,0.971 x Jupiter(estimate),0.36,75.5,0.25,Radial Velocity
661,Gas Giant,1.15 x Jupiter(estimate),2.12,2.7,0.6,Radial Velocity
662,Gas Giant,1.11 x Jupiter(estimate),0.08,8.4,0.28,Radial Velocity
663,Gas Giant,1.24 x Jupiter(estimate),0.362,75.2,0.74,Radial Velocity
664,Gas Giant,1.19 x Jupiter(estimate),2.39,3.5,0.08,Radial Velocity
665,Neptune-like,0.446 x Jupiter(estimate),0.14,17.2,0.2,Radial Velocity
666,Gas Giant,1.28 x Jupiter(estimate),0.87,280.2,0.24,Radial Velocity
667,Neptune-like,0.371 x Jupiter(estimate),0.23,40.0,0.09,Radial Velocity
668,Gas Giant,1.19 x Jupiter(estimate),1.331,1.8,0.35,Radial Velocity
669,Gas Giant,1.19 x Jupiter(estimate),2.16,3.3,0.08,Radial Velocity
670,Neptune-like,0.327 x Jupiter(estimate),0.341,75.7,0.12,Radial Velocity
671,Super Earth,1.83 x Earth(estimate),0.103,12.5,0.12,Radial Velocity
672,Neptune-like,0.288 x Jupiter(estimate),0.2292,41.8,0.09,Radial Velocity
673,Gas Giant,1.18 x Jupiter(estimate),1.13,434.5,0.2,Radial Velocity
674,Gas Giant,1.13 x Jupiter(estimate),0.94,270.0,0.63,Radial Velocity
675,Gas Giant,1.16 x Jupiter(estimate),5.42,14.1,0.73,Radial Velocity
