,planet_type,radius,orbital_radius,orbital_days,eccentricity,detection_method
2162,Super Earth,1.53 x Earth,0.0136,0.6,0.0,Transit
2163,Super Earth,1.28 x Earth,0.041,3.0,0.0,Transit
2164,Super Earth,1.12 x Earth,0.0656,7.1,0.0,Transit
2165,Neptune-like,0.252 x Jupiter,0.2769,59.5,0.0,Transit
2166,Super Earth,1.81 x Earth,0.067,6.0,0.0,Transit
2167,Super Earth,1.16 x Earth,0.103,11.4,0.0,Transit
2168,Neptune-like,0.303 x Jupiter,0.2866,40.5,0.0,Transit
2169,Terrestrial,0.86 x Earth,0.0431,3.6,0.0,Transit
2170,Neptune-like,0.232 x Jupiter,0.4626,136.2,0.0,Transit
2171,Super Earth,1.25 x Earth,0.0363,2.9,0.0,Transit
2172,Neptune-like,2.15 x Earth,0.1284,13.3,0.0,Transit
2173,Terrestrial,0.92 x Earth,0.075,7.7,0.0,Transit
2174,Terrestrial,0.8 x Earth,0.0545,4.8,0.0,Transit
2175,Super Earth,1.43 x Earth,0.0273,2.2,0.0,Transit
2176,Terrestrial,0.92 x Earth,0.0236,1.6,0.0,Transit
2177,Super Earth,1.65 x Earth,0.0153,0.7,0.0,Transit
2178,Neptune-like,0.24 x Jupiter,0.1741,25.9,0.0,Transit
2179,Super Earth,2.05 x Earth,0.106,11.6,0.0,Transit
2180,Super Earth,1.99 x Earth,0.133,16.4,0.0,Transit
2181,Super Earth,1.84 x Earth,0.1495,20.3,0.0,Transit
2182,Super Earth,1.27 x Earth,0.0767,7.4,0.0,Transit
2183,Terrestrial,0.73 x Earth,0.0393,3.4,0.0,Transit
2184,Terrestrial,0.64 x Earth,0.0274,2.0,0.0,Transit
2185,Super Earth,1.27 x Earth,0.024,1.3,0.0,Transit
2186,Super Earth,1.16 x Earth,0.0242,1.3,0.0,Transit
2187,Neptune-like,0.204 x Jupiter,0.0918,10.7,0.0,Transit
2188,Super Earth,1.74 x Earth,0.0471,3.3,0.0,Transit
2189,Super Earth,1.05 x Earth,0.0598,5.3,0.0,Transit
2190,Super Earth,1.25 x Earth,0.0153,0.7,0.0,Transit
2191,Neptune-like,2.2 x Earth,0.0885,12.0,0.0,Transit
2192,Super Earth,1.3 x Earth,0.0171,0.9,0.0,Transit
2193,Super Earth,1.47 x Earth,0.077,8.4,0.0,Transit
2194,Super Earth,1.88 x Earth,0.13,18.7,0.0,Transit
2195,Super Earth,1.43 x Earth,0.0917,10.3,0.0,Transit
2196,Neptune-like,0.201 x Jupiter,0.1728,25.4,0.0,Transit
2197,Super Earth,1.88 x Earth,0.1404,16.4,0.0,Transit
2198,Super Earth,1.41 x Earth,0.1179,13.9,0.0,Transit
2199,Super Earth,1.94 x Earth,0.1126,15.4,0.0,Transit
2200,Terrestrial,0.85 x Earth,0.0415,2.9,0.0,Transit
2201,Super Earth,1.24 x Earth,0.068,6.7,0.0,Transit
2202,Terrestrial,0.93 x Earth,0.031,2.3,0.0,Transit
2203,Neptune-like,0.231 x Jupiter,0.0882,12.3,0.0,Transit
2204,Neptune-like,0.202 x Jupiter,0.0519,5.5,0.0,Transit
2205,Neptune-like,0.255 x Jupiter,0.126,21.0,0.0,Transit
2206,Neptune-like,0.219 x Jupiter,0.1861,37.6,0.0,Transit
2207,Super Earth,1.77 x Earth,0.3869,99.3,0.0,Transit
2208,Terrestrial,0.522 x Earth,0.076,10.3,0.01,Transit
2209,Super Earth,1.197 x Earth,0.0906,13.8,0.01,Transit
2210,Super Earth,1.212 x Earth,0.12781,23.1,0.03,Transit
2211,Super Earth,1.18 x Earth,0.0662,6.5,0.0,Transit
2212,Super Earth,1.68 x Earth,0.2768,54.4,0.0,Transit
2213,Super Earth,1.96 x Earth,0.1189,15.1,0.0,Transit
2214,Terrestrial,0.8 x Earth,0.0337,2.4,0.0,Transit
2215,Super Earth,1.39 x Earth,0.0555,3.9,0.0,Transit
2216,Terrestrial,0.8 x Earth,0.0494,3.8,0.0,Transit
2217,Super Earth,2.07 x Earth,0.1406,18.2,0.0,Transit
2218,Super Earth,1.72 x Earth,0.2602,47.4,0.0,Transit
2219,Terrestrial,0.9 x Earth,0.0392,2.8,0.0,Transit
2220,Super Earth,1.03 x Earth,0.051,4.1,0.0,Transit
2221,Super Earth,1.25 x Earth,0.0276,1.6,0.0,Transit
2222,Neptune-like,0.262 x Jupiter,0.127,15.8,0.0,Transit
2223,Neptune-like,0.302 x Jupiter,0.586,157.1,0.0,Transit
2224,Super Earth,1.62 x Earth,0.0771,9.1,0.0,Transit
2225,Super Earth,1.68 x Earth,0.0975,11.2,0.0,Transit
2226,Terrestrial,0.76 x Earth,0.0322,2.0,0.0,Transit
2227,Neptune-like,2.14 x Earth,0.064,5.2,0.0,Transit
2228,Super Earth,2.01 x Earth,0.1143,15.9,0.0,Transit
2229,Neptune-like,0.353 x Jupiter,0.1778,28.2,0.0,Transit
2230,Super Earth,1.1 x Earth,0.0987,11.6,0.0,Transit
2231,Neptune-like,0.201 x Jupiter,0.1502,20.1,0.0,Transit
2232,Terrestrial,0.89 x Earth,0.0425,3.0,0.0,Transit
2233,Super Earth,1.04 x Earth,0.0152,0.8,0.0,Transit
2234,Super Earth,1.61 x Earth,0.045,3.3,0.0,Transit
2235,Super Earth,1.8 x Earth,0.414,91.4,0.0,Transit
2236,Super Earth,1.78 x Earth,0.2543,60.9,0.0,Transit
2237,Neptune-like,0.252 x Jupiter,0.4001,86.1,0.0,Transit
2238,Terrestrial,0.83 x Earth,0.0461,3.6,0.0,Transit
2239,Super Earth,1.82 x Earth,0.1066,13.2,0.0,Transit
2240,Super Earth,1.23 x Earth,0.0426,3.5,0.0,Transit
2241,Super Earth,1.29 x Earth,0.0144,0.6,0.0,Transit
2242,Terrestrial,0.88 x Earth,0.0257,1.5,0.0,Transit
2243,Terrestrial,1.0 x Earth,0.1431,20.4,0.0,Transit
2244,Super Earth,1.66 x Earth,0.131,22.5,0.0,Transit
2245,Neptune-like,0.255 x Jupiter,0.2391,42.5,0.0,Transit
2246,Terrestrial,0.69 x Earth,0.039,3.1,0.0,Transit
2247,Super Earth,1.41 x Earth,0.067,7.0,0.0,Transit
2248,Super Earth,1.28 x Earth,0.0671,6.7,0.0,Transit
2249,Terrestrial,0.93 x Earth,0.0762,6.9,0.0,Transit
2250,Super Earth,2.02 x Earth,0.1499,18.6,0.0,Transit
2251,Super Earth,1.06 x Earth,0.1586,24.0,0.0,Transit
2252,Super Earth,1.16 x Earth,0.1861,29.6,0.0,Transit
2253,Terrestrial,0.94 x Earth,0.1038,14.5,0.0,Transit
2254,Super Earth,1.56 x Earth,0.1187,14.3,0.0,Transit
2255,Super Earth,1.1 x Earth,0.0197,1.0,0.0,Transit
2256,Super Earth,1.64 x Earth,0.1059,10.7,0.0,Transit
2257,Super Earth,1.29 x Earth,0.055,4.5,0.0,Transit
2258,Super Earth,1.99 x Earth,0.032,2.0,0.0,Transit
2259,Neptune-like,0.255 x Jupiter,0.057,4.8,0.0,Transit
2260,Neptune-like,2.16 x Earth,0.242,41.8,0.0,Transit
2261,Super Earth,1.18 x Earth,0.0304,2.5,0.0,Transit
2262,Super Earth,1.47 x Earth,0.0648,5.9,0.0,Transit
2263,Neptune-like,2.22 x Earth,0.1696,23.9,0.0,Transit
2264,Super Earth,1.56 x Earth,0.0516,4.1,0.0,Transit
2265,Super Earth,1.11 x Earth,0.0894,8.1,0.0,Transit
2266,Terrestrial,0.86 x Earth,0.0546,4.5,0.0,Transit
2267,Super Earth,1.31 x Earth,0.0907,9.7,0.0,Transit
2268,Super Earth,1.37 x Earth,0.0951,10.9,0.0,Transit
2269,Terrestrial,0.94 x Earth,0.0346,2.3,0.0,Transit
2270,Super Earth,1.46 x Earth,0.0594,8.1,0.0,Transit
2271,Neptune-like,0.215 x Jupiter,0.127,16.0,0.0,Transit
2272,Neptune-like,0.301 x Jupiter,0.181,27.1,0.0,Transit
2273,Super Earth,1.26 x Earth,0.2274,39.9,0.0,Transit
2274,Super Earth,1.31 x Earth,0.2346,39.4,0.0,Transit
2275,Neptune-like,0.351 x Jupiter,0.4039,81.4,0.0,Transit
2276,Terrestrial,0.97 x Earth,0.0368,2.4,0.0,Transit
2277,Neptune-like,2.18 x Earth,0.2015,33.4,0.0,Transit
2278,Terrestrial,0.96 x Earth,0.0948,10.6,0.0,Transit
2279,Terrestrial,0.82 x Earth,0.0141,0.7,0.0,Transit
2280,Neptune-like,0.259 x Jupiter,0.2836,56.7,0.0,Transit
2281,Super Earth,1.61 x Earth,0.1058,12.3,0.0,Transit
2282,Super Earth,1.68 x Earth,0.1176,13.2,0.0,Transit
2283,Super Earth,1.33 x Earth,0.066,5.9,0.0,Transit
2284,Super Earth,1.35 x Earth,0.094,10.1,0.0,Transit
2285,Super Earth,1.71 x Earth,0.2401,54.5,0.0,Transit
2286,Neptune-like,0.299 x Jupiter,0.2101,35.6,0.0,Transit
2287,Neptune-like,0.241 x Jupiter,0.2697,42.9,0.0,Transit
2288,Neptune-like,0.238 x Jupiter,0.262,47.2,0.0,Transit
2289,Super Earth,1.88 x Earth,0.2447,47.0,0.0,Transit
2290,Neptune-like,2.16 x Earth,0.2149,49.3,0.0,Transit
2291,Super Earth,1.14 x Earth,0.1132,18.1,0.0,Transit
2292,Super Earth,1.99 x Earth,0.2668,51.1,0.0,Transit
2293,Neptune-like,0.246 x Jupiter,0.2495,48.0,0.0,Transit
2294,Super Earth,1.36 x Earth,0.2829,62.9,0.0,Transit
2295,Neptune-like,0.236 x Jupiter,0.1699,23.0,0.43,Transit
2296,Gas Giant,0.385 x Jupiter,0.2578,42.9,0.11,Transit
2297,Super Earth,1.96 x Earth,0.1614,30.0,0.0,Transit
2298,Super Earth,2.03 x Earth,0.1715,29.3,0.0,Transit
2299,Neptune-like,0.341 x Jupiter,0.3094,65.6,0.0,Transit
2300,Super Earth,1.86 x Earth,0.1694,25.2,0.0,Transit
2301,Super Earth,1.66 x Earth,0.1803,31.8,0.0,Transit
2302,Terrestrial,1.0 x Earth,0.0548,5.3,0.0,Transit
2303,Super Earth,1.77 x Earth,0.1939,31.8,0.0,Transit
2304,Super Earth,1.55 x Earth,0.1942,31.2,0.0,Transit
2305,Neptune-like,0.294 x Jupiter,0.2388,47.1,0.0,Transit
2306,Super Earth,1.73 x Earth,0.0817,8.2,0.0,Transit
2307,Super Earth,1.15 x Earth,0.0466,3.5,0.0,Transit
2308,Neptune-like,0.297 x Jupiter,0.1456,19.6,0.0,Transit
2309,Neptune-like,0.25 x Jupiter,0.1466,21.9,0.0,Transit
2310,Neptune-like,0.331 x Jupiter,0.2,31.2,0.0,Transit
2311,Neptune-like,0.279 x Jupiter,0.364,76.7,0.0,Transit
2312,Super Earth,1.07 x Earth,0.116,16.3,0.0,Transit
2313,Super Earth,1.41 x Earth,0.0453,3.6,0.0,Transit
2314,Super Earth,1.9 x Earth,0.2322,38.1,0.0,Transit
2315,Super Earth,1.19 x Earth,0.116,14.4,0.0,Transit
2316,Neptune-like,2.16 x Earth,0.2108,36.4,0.0,Transit
2317,Neptune-like,0.261 x Jupiter,0.373,82.2,0.0,Transit
2318,Super Earth,1.67 x Earth,0.0932,10.4,0.0,Transit
2319,Super Earth,1.18 x Earth,0.0911,11.6,0.0,Transit
2320,Super Earth,1.73 x Earth,0.1681,26.1,0.0,Transit
2321,Super Earth,1.83 x Earth,0.1173,14.5,0.0,Transit
2322,Super Earth,1.53 x Earth,0.113,12.6,0.0,Transit
2323,Neptune-like,0.217 x Jupiter,0.216,33.4,0.0,Transit
2324,Super Earth,1.67 x Earth,0.1525,22.1,0.0,Transit
2325,Super Earth,1.23 x Earth,0.059,5.9,0.0,Transit
2326,Super Earth,1.01 x Earth,0.1016,12.3,0.0,Transit
2327,Super Earth,1.52 x Earth,0.0958,9.5,0.0,Transit
2328,Neptune-like,2.11 x Earth,0.1939,30.5,0.0,Transit
2329,Super Earth,1.47 x Earth,0.1467,19.9,0.0,Transit
2330,Neptune-like,0.207 x Jupiter,0.2846,54.6,0.0,Transit
2331,Neptune-like,2.13 x Earth,0.0898,7.3,0.0,Transit
2332,Super Earth,1.86 x Earth,0.2285,39.8,0.0,Transit
2333,Super Earth,1.652 x Earth,0.0658,6.2,0.0,Transit
2334,Super Earth,1.77 x Earth,0.3679,82.3,0.0,Transit
2335,Super Earth,1.8 x Earth,0.028,1.7,0.0,Transit
2336,Neptune-like,0.321 x Jupiter,0.05,4.2,0.0,Transit
2337,Gas Giant,0.774 x Jupiter,0.2607,51.8,0.0,Transit
2338,Neptune-like,0.271 x Jupiter,0.3729,92.4,0.0,Transit
2339,Super Earth,1.51 x Earth,0.127,16.6,0.0,Transit
2340,Super Earth,1.49 x Earth,0.1262,16.8,0.0,Transit
2341,Super Earth,1.41 x Earth,0.1197,15.0,0.0,Transit
2342,Neptune-like,0.274 x Jupiter,0.3982,91.1,0.0,Transit
2343,Neptune-like,0.262 x Jupiter,0.3677,85.3,0.0,Transit
2344,Neptune-like,2.22 x Earth,0.3211,64.7,0.0,Transit
2345,Super Earth,1.66 x Earth,0.0817,8.7,0.0,Transit
2346,Super Earth,1.33 x Earth,0.2528,48.1,0.0,Transit
2347,Super Earth,1.19 x Earth,0.2196,44.2,0.0,Transit
2348,Neptune-like,0.376 x Jupiter,0.184,29.2,0.0,Transit
2349,Super Earth,1.61 x Earth,0.281,55.3,0.0,Transit
2350,Neptune-like,0.353 x Jupiter,0.571,160.0,0.0,Transit
2351,Gas Giant,1.136 x Jupiter,0.0771,6.8,0.04,Transit
2352,Super Earth,1.2 x Earth,0.1236,15.0,0.0,Transit
2353,Super Earth,1.56 x Earth,0.1228,14.6,0.0,Transit
2354,Neptune-like,0.284 x Jupiter,0.2482,41.7,0.0,Transit
2355,Neptune-like,0.203 x Jupiter,0.3771,96.2,0.0,Transit
2356,Neptune-like,2.13 x Earth,0.3704,82.3,0.0,Transit
2357,Terrestrial,0.93 x Earth,0.1862,30.9,0.0,Transit
2358,Super Earth,1.32 x Earth,0.1168,14.0,0.0,Transit
2359,Terrestrial,0.84 x Earth,0.1234,16.1,0.0,Transit
2360,Super Earth,1.33 x Earth,0.1629,20.7,0.0,Transit
2361,Super Earth,1.85 x Earth,0.1707,25.4,0.0,Transit
2362,Super Earth,1.25 x Earth,0.044,3.4,0.0,Transit
2363,Neptune-like,0.329 x Jupiter,0.073,7.4,0.0,Transit
2364,Neptune-like,0.249 x Jupiter,0.104,12.6,0.0,Transit
2365,Neptune-like,0.278 x Jupiter,0.189,30.8,0.0,Transit
2366,Neptune-like,0.325 x Jupiter,1.24,1.7,0.0,Transit
2367,Neptune-like,0.3 x Jupiter,0.4089,84.7,0.0,Transit
2368,Super Earth,1.68 x Earth,0.1753,23.2,0.0,Transit
2369,Super Earth,1.18 x Earth,0.1097,20.4,0.0,Transit
2370,Gas Giant,0.755 x Jupiter,0.5416,160.9,0.0,Transit
2371,Gas Giant,1.108 x Jupiter,0.753,217.8,0.4,Transit
2372,Super Earth,1.176 x Earth,0.0997,10.5,0.32,Transit
2373,Gas Giant,0.852 x Jupiter,0.7655,214.3,0.0,Transit
2374,Super Earth,1.75 x Earth,0.0718,7.3,0.0,Transit
2375,Gas Giant,0.871 x Jupiter,0.078,5.5,0.0,Transit
2376,Neptune-like,0.272 x Jupiter,0.0593,5.1,0.0,Transit
2377,Gas Giant,0.63 x Jupiter,0.7655,240.8,0.0,Transit
2378,Neptune-like,0.273 x Jupiter,0.116,15.2,0.0,Transit
2379,Super Earth,2.09 x Earth,0.16,24.7,0.0,Transit
2380,Neptune-like,0.515 x Jupiter,0.0129,0.7,0.0,Transit
2381,Neptune-like,0.223 x Jupiter,0.2317,47.1,0.0,Transit
2382,Super Earth,1.73 x Earth,0.0288,1.8,0.0,Transit
2383,Super Earth,1.58 x Earth,0.0185,0.9,0.0,Transit
2384,Neptune-like,0.316 x Jupiter,0.3392,71.0,0.0,Transit
2385,Terrestrial,0.91 x Earth,0.036,2.4,0.0,Transit
2386,Neptune-like,0.217 x Jupiter,0.0418,3.9,0.0,Transit
2387,Neptune-like,0.426 x Jupiter,0.6276,160.1,0.0,Transit
2388,Super Earth,1.46 x Earth,0.0296,1.8,0.0,Transit
2389,Neptune-like,2.1 x Earth,0.0525,5.3,0.0,Transit
2390,Neptune-like,0.249 x Jupiter,0.124,18.2,0.0,Transit
2391,Neptune-like,0.213 x Jupiter,0.356,88.3,0.0,Transit
2392,Super Earth,1.64 x Earth,0.0371,2.6,0.0,Transit
2393,Super Earth,1.65 x Earth,0.06,5.3,0.0,Transit
2394,Neptune-like,0.293 x Jupiter,0.0865,9.2,0.0,Transit
2395,Super Earth,1.11 x Earth,0.022,1.1,0.0,Transit
2396,Super Earth,1.35 x Earth,0.0206,1.1,0.0,Transit
2397,Neptune-like,0.309 x Jupiter,0.9625,308.5,0.0,Transit
2398,Super Earth,1.89 x Earth,0.0599,5.7,0.0,Transit
2399,Neptune-like,0.227 x Jupiter,0.5329,138.9,0.0,Transit
2400,Neptune-like,0.28 x Jupiter,0.8507,364.8,0.0,Transit
2401,Super Earth,1.18 x Earth,0.0245,1.4,0.0,Transit
2402,Neptune-like,0.252 x Jupiter,0.6095,175.1,0.0,Transit
2403,Neptune-like,0.241 x Jupiter,0.4765,133.3,0.0,Transit
2404,Neptune-like,0.261 x Jupiter,0.129,18.9,0.0,Transit
2405,Neptune-like,0.226 x Jupiter,0.237,46.9,0.0,Transit
2406,Neptune-like,0.222 x Jupiter,0.4426,125.4,0.0,Transit
2407,Super Earth,1.16 x Earth,0.0781,8.4,0.0,Transit
2408,Terrestrial,0.76 x Earth,0.0479,4.0,0.0,Transit
2409,Terrestrial,0.65 x Earth,0.0389,2.9,0.0,Transit
2410,Terrestrial,0.87 x Earth,0.0632,6.0,0.0,Transit
2411,Terrestrial,0.76 x Earth,0.0567,5.1,0.0,Transit
2412,Neptune-like,0.242 x Jupiter,0.0867,7.0,0.0,Transit
2413,Super Earth,1.78 x Earth,0.5421,168.8,0.0,Transit
2414,Neptune-like,0.241 x Jupiter,0.5442,163.7,0.0,Transit
2415,Neptune-like,0.279 x Jupiter,0.1366,19.6,0.0,Transit
2416,Terrestrial,0.9 x Earth,0.0165,0.7,0.0,Transit
2417,Neptune-like,0.236 x Jupiter,0.4679,124.8,0.0,Transit
2418,Neptune-like,0.229 x Jupiter,0.6687,214.9,0.0,Transit
2419,Neptune-like,0.202 x Jupiter,0.198,33.0,0.0,Transit
2420,Neptune-like,0.263 x Jupiter,0.303,62.3,0.0,Transit
2421,Neptune-like,0.343 x Jupiter,0.1415,20.5,0.0,Transit
2422,Super Earth,1.5 x Earth,0.047,3.9,0.0,Transit
2423,Super Earth,1.5 x Earth,0.0871,9.9,0.0,Transit
2424,Neptune-like,0.269 x Jupiter,0.7681,225.6,0.0,Transit
2425,Neptune-like,0.237 x Jupiter,0.1772,24.5,0.0,Transit
2426,Neptune-like,0.22 x Jupiter,0.6045,184.8,0.0,Transit
2427,Super Earth,1.15 x Earth,0.0481,4.2,0.0,Transit
2428,Neptune-like,0.259 x Jupiter,0.6314,198.1,0.0,Transit
2429,Super Earth,1.61 x Earth,0.0805,8.1,0.0,Transit
2430,Super Earth,1.96 x Earth,0.0829,8.8,0.0,Transit
2431,Super Earth,1.53 x Earth,0.049,3.7,0.0,Transit
2432,Terrestrial,0.68 x Earth,0.0419,3.5,0.0,Transit
2433,Terrestrial,0.72 x Earth,0.018,1.0,0.0,Transit
2434,Super Earth,2.09 x Earth,0.056,5.9,0.0,Transit
2435,Neptune-like,0.2 x Jupiter,0.242,52.7,0.0,Transit
2436,Terrestrial,0.89 x Earth,0.0397,3.0,0.0,Transit
2437,Super Earth,1.09 x Earth,0.0194,1.0,0.0,Transit
2438,Neptune-like,0.317 x Jupiter,0.3308,64.3,0.0,Transit
2439,Terrestrial,0.75 x Earth,0.0442,3.4,0.0,Transit
2440,Super Earth,1.47 x Earth,0.1327,18.1,0.0,Transit
2441,Super Earth,1.19 x Earth,0.0241,1.5,0.0,Transit
2442,Terrestrial,0.79 x Earth,0.0121,0.5,0.0,Transit
2443,Neptune-like,0.244 x Jupiter,0.552,154.0,0.0,Transit
2444,Super Earth,1.3 x Earth,0.1499,20.9,0.0,Transit
2445,Super Earth,1.68 x Earth,0.0654,5.8,0.0,Transit
2446,Neptune-like,0.205 x Jupiter,0.054,5.0,0.0,Transit
2447,Neptune-like,0.227 x Jupiter,0.117,15.9,0.0,Transit
2448,Super Earth,1.07 x Earth,0.1784,26.5,0.0,Transit
2449,Super Earth,1.52 x Earth,0.0432,3.4,0.0,Transit
2450,Terrestrial,0.94 x Earth,0.0614,5.5,0.0,Transit
2451,Super Earth,1.2 x Earth,0.0364,2.6,0.0,Transit
2452,Super Earth,1.29 x Earth,0.0743,6.9,0.0,Transit
2453,Super Earth,1.31 x Earth,0.0366,2.6,0.0,Transit
2454,Super Earth,1.04 x Earth,0.0726,7.0,0.0,Transit
2455,Super Earth,1.13 x Earth,0.0657,6.3,0.0,Transit
2456,Super Earth,1.04 x Earth,0.0252,1.5,0.0,Transit
2457,Terrestrial,0.84 x Earth,0.014,0.8,0.0,Transit
2458,Super Earth,1.32 x Earth,0.028,1.7,0.0,Transit
2459,Neptune-like,0.2 x Jupiter,0.11,13.5,0.0,Transit
2460,Super Earth,1.46 x Earth,0.0698,7.0,0.0,Transit
2461,Neptune-like,2.11 x Earth,0.323,56.6,0.0,Transit
2462,Terrestrial,0.8 x Earth,0.0674,6.3,0.0,Transit
2463,Super Earth,1.49 x Earth,0.0316,4.8,0.0,Transit
2464,Terrestrial,0.6 x Earth,0.085,9.3,0.0,Transit
2465,Super Earth,1.61 x Earth,0.1168,13.4,0.0,Transit
2466,Super Earth,1.79 x Earth,0.0445,3.6,0.0,Transit
2467,Super Earth,1.52 x Earth,0.1266,15.6,0.0,Transit
2468,Super Earth,1.33 x Earth,0.0878,9.4,0.0,Transit
2469,Terrestrial,0.76 x Earth,0.0726,7.8,0.0,Transit
2470,Super Earth,1.09 x Earth,0.0205,1.0,0.0,Transit
2471,Neptune-like,2.12 x Earth,0.111,16.7,0.0,Transit
2472,Super Earth,1.9 x Earth,0.158,28.6,0.0,Transit
2473,Super Earth,1.14 x Earth,0.0772,7.6,0.0,Transit
2474,Super Earth,1.27 x Earth,0.0794,8.2,0.0,Transit
2475,Super Earth,1.54 x Earth,0.04,3.1,0.0,Transit
2476,Neptune-like,0.283 x Jupiter,0.546,174.5,0.0,Transit
2477,Super Earth,1.06 x Earth,0.0396,2.7,0.0,Transit
2478,Super Earth,1.23 x Earth,0.051,4.6,0.0,Transit
2479,Super Earth,1.9 x Earth,0.3237,66.4,0.0,Transit
2480,Super Earth,1.06 x Earth,0.0427,2.9,0.0,Transit
2481,Terrestrial,0.95 x Earth,0.0527,4.3,0.0,Transit
2482,Super Earth,1.62 x Earth,0.4823,122.4,0.0,Transit
2483,Neptune-like,0.212 x Jupiter,0.082,10.1,0.0,Transit
2484,Neptune-like,0.304 x Jupiter,0.218,43.6,0.0,Transit
2485,Gas Giant,0.96 x Jupiter,0.05714,4.9,0.06,Transit
2486,Neptune-like,0.279 x Jupiter,0.9712,386.4,0.0,Transit
2487,Super Earth,1.942 x Earth,0.0689,7.3,0.0,Transit
2488,Terrestrial,0.82 x Earth,0.0336,2.2,0.0,Transit
2489,Super Earth,1.34 x Earth,0.1074,11.2,0.0,Transit
2490,Super Earth,1.29 x Earth,0.0351,2.3,0.0,Transit
2491,Super Earth,1.41 x Earth,0.0089,0.7,0.0,Transit
2492,Super Earth,1.08 x Earth,0.3912,85.8,0.0,Transit
2493,Super Earth,2.07 x Earth,0.6421,196.4,0.0,Transit
2494,Terrestrial,0.92 x Earth,0.1075,13.6,0.0,Transit
2495,Super Earth,1.73 x Earth,0.1126,16.5,0.0,Transit
2496,Neptune-like,2.22 x Earth,0.4679,114.3,0.0,Transit
2497,Super Earth,1.715 x Earth,0.05511,4.3,0.0,Transit
2498,Neptune-like,0.335 x Jupiter,0.1192,13.7,0.0,Transit
2499,Gas Giant,Unknown,0.17,30.0,0.0,Transit Timing Variations
2500,Super Earth,1.61 x Earth,0.0777,8.7,0.0,Transit
2501,Terrestrial,0.81 x Earth,0.0586,5.2,0.0,Transit
2502,Super Earth,1.03 x Earth,0.0482,3.9,0.0,Transit
2503,Super Earth,2.08 x Earth,0.0264,1.5,0.0,Transit
2504,Super Earth,1.49 x Earth,0.0471,3.9,0.0,Transit
2505,Super Earth,2.06 x Earth,0.2788,47.3,0.0,Transit
2506,Super Earth,1.02 x Earth,0.0761,6.8,0.0,Transit
2507,Super Earth,1.2 x Earth,0.181,27.5,0.0,Transit
2508,Super Earth,1.26 x Earth,0.0706,6.1,0.0,Transit
2509,Terrestrial,0.76 x Earth,0.1611,23.6,0.0,Transit
2510,Super Earth,2.12 x Earth,0.054,4.9,0.0,Transit
2511,Super Earth,2.05 x Earth,0.068,7.1,0.0,Transit
2512,Super Earth,1.61 x Earth,0.4322,102.0,0.0,Transit
2513,Neptune-like,2.16 x Earth,0.4204,92.3,0.0,Transit
2514,Super Earth,1.47 x Earth,0.0994,10.8,0.0,Transit
2515,Super Earth,1.31 x Earth,0.0518,4.4,0.0,Transit
2516,Neptune-like,0.509 x Jupiter,0.0327,3.3,0.0,Transit
2517,Neptune-like,0.541 x Jupiter,0.8748,287.4,0.0,Transit
2518,Super Earth,2.02 x Earth,0.0537,4.1,0.0,Transit
2519,Neptune-like,0.329 x Jupiter,0.0643,7.2,0.0,Transit
2520,Neptune-like,0.574 x Jupiter,0.2952,76.4,0.0,Transit
2521,Terrestrial,0.77 x Earth,0.0485,3.9,0.0,Transit
2522,Super Earth,1.26 x Earth,0.069,6.9,0.0,Transit
2523,Neptune-like,0.27 x Jupiter,0.137,19.4,0.0,Transit
2524,Neptune-like,2.19 x Earth,1.1218,1.4,0.0,Transit
2525,Super Earth,1.35 x Earth,0.0511,4.1,0.0,Transit
2526,Neptune-like,0.22 x Jupiter,0.6762,448.3,0.0,Transit
2527,Super Earth,1.58 x Earth,0.3875,186.4,0.0,Transit
2528,Neptune-like,0.285 x Jupiter,1.0525,374.9,0.0,Transit
2529,Neptune-like,0.325 x Jupiter,1.117,469.6,0.0,Transit
2530,Neptune-like,0.288 x Jupiter,1.1546,425.5,0.0,Transit
2531,Terrestrial,0.89 x Earth,0.0596,6.1,0.0,Transit
2532,Super Earth,1.87 x Earth,0.745,259.3,0.0,Transit
2533,Neptune-like,0.23 x Jupiter,0.0932,9.9,0.0,Transit
2534,Super Earth,1.05 x Earth,0.078,7.8,0.0,Transit
2535,Neptune-like,0.202 x Jupiter,0.152,21.3,0.0,Transit
2536,Neptune-like,0.43 x Jupiter,0.0836,7.6,0.0,Transit
2537,Neptune-like,0.277 x Jupiter,0.1473,19.7,0.0,Transit
2538,Neptune-like,0.263 x Jupiter,0.2065,32.7,0.0,Transit
2539,Neptune-like,0.285 x Jupiter,0.1016,12.2,0.0,Transit
2540,Neptune-like,0.237 x Jupiter,0.0678,6.7,0.0,Transit
2541,Neptune-like,0.205 x Jupiter,0.0531,5.3,0.0,Transit
2542,Super Earth,1.88 x Earth,0.142,21.1,0.0,Transit
2543,Super Earth,1.78 x Earth,0.1285,16.2,0.0,Transit
2544,Super Earth,1.23 x Earth,0.0295,4.5,0.0,Transit
2545,Gas Giant,1.059 x Jupiter,2.7205,3.0,0.06,Transit
2546,Super Earth,1.017 x Earth,0.0514,8.7,0.0,Transit
2547,Super Earth,1.06 x Earth,0.0649,19.5,0.0,Transit
2548,Super Earth,1.41 x Earth,0.058,5.0,0.0,Transit
2549,Neptune-like,0.244 x Jupiter,0.097,10.9,0.0,Transit
2550,Neptune-like,0.219 x Jupiter,0.187,29.0,0.0,Transit
